Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
111456,111456,111456,4565237760,11166.992,3658859000,457357375
111456,111456,111456,4565237760,11152.344,3654091000,456761375
111456,111456,111456,4565237760,11048.828,3619904000,452488000
111456,111456,111456,4565237760,11097.656,3636337500,454542187.5
111456,111456,111456,4565237760,11130.859,3647230500,455903812.5
111456,111456,111456,4565237760,11128.906,3646901000,455862625
111456,111456,111456,4565237760,11117.1875,3642839000,455354875
111456,111456,111456,4565237760,11181.641,3664020500,458002562.5
111456,111456,111456,4565237760,11164.0625,3657913500,457239187.5
111456,111456,111456,4565237760,11125.977,3645749000,455718625
111456,111456,111456,4565237760,11158.203,3656037000,457004625
111456,111456,111456,4565237760,11163.086,3657619000,457202375
111456,111456,111456,4565237760,11135.742,3648644500,456080562.5
111456,111456,111456,4565237760,11155.273,3655151000,456893875
111456,111456,111456,4565237760,11168.945,3659625000,457453125
111456,111456,111456,4565237760,11161.133,3657408000,457176000
111456,111456,111456,4565237760,11162.109,3657809500,457226187.5
111456,111456,111456,4565237760,11146.484,3652172000,456521500
111456,111456,111456,4565237760,11143.555,3651411500,456426437.5
111456,111456,111456,4565237760,11150.391,3653421500,456677687.5
111456,111456,111456,4565237760,11090.82,3634262500,454282812.5
111456,111456,111456,4565237760,11122.07,3643904000,455488000
111456,111456,111456,4565237760,11149.414,3653560000,456695000
111456,111456,111456,4565237760,11170.898,3659970500,457496312.5
111456,111456,111456,4565237760,11169.922,3659931500,457491437.5
111456,111456,111456,4565237760,11145.508,3652184000,456523000
113520,113520,113520,4649779200,11169.922,3660276500,457534562.5
111456,111456,111456,4565237760,10995.117,3602847000,450355875
111456,111456,111456,4565237760,11158.203,3656048000,457006000
111456,111456,111456,4565237760,11175.781,3661936000,457742000
111456,111456,111456,4565237760,11117.1875,3642631500,455328937.5
111456,111456,111456,4565237760,11136.719,3649092500,456136562.5
111456,111456,111456,4565237760,11138.672,3649559500,456194937.5
111456,111456,111456,4565237760,11092.773,3634657500,454332187.5
