Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
363264,363264,363264,14879293440,35415.039,11604777500,1450597187.5
363264,363264,363264,14879293440,36562.5,11980626000,1497578250
363264,363264,363264,14879293440,36675.781,12017943500,1502242937.5
357072,357072,357072,14625669120,31306.641,10258267500,1282283437.5
363264,363264,363264,14879293440,31314.453,10261064500,1282633062.5
359136,359136,359136,14710210560,31382.8125,10283297500,1285412187.5
365328,365328,365328,14963834880,36452.148,11945515000,1493189375
361200,361200,361200,14794752000,36315.43,11899670000,1487458750
365328,365328,365328,14963834880,37087.891,12152855000,1519106875
359136,359136,359136,14710210560,31670.898,10377901000,1297237625
363264,363264,363264,14879293440,36417.969,11933637000,1491704625
363264,363264,363264,14879293440,36374.023,11918561000,1489820125
367392,367392,367392,15048376320,37271.484,12212184000,1526523000
365328,365328,365328,14963834880,36300.781,11894747000,1486843375
365328,365328,365328,14963834880,37041.992,12137873500,1517234187.5
361200,361200,361200,14794752000,36306.641,11897450000,1487181250
365328,365328,365328,14963834880,36310.547,11898056000,1487257000
363264,363264,363264,14879293440,36289.0625,11890915000,1486364375
357072,357072,357072,14625669120,35500.977,11633121000,1454140125
357072,357072,357072,14625669120,36125.977,11837544000,1479693000
363264,363264,363264,14879293440,36345.703,11909710000,1488713750
363264,363264,363264,14879293440,36332.031,11905131000,1488141375
365328,365328,365328,14963834880,36463.867,11948319500,1493539937.5
361200,361200,361200,14794752000,36358.398,11913655000,1489206875
365328,365328,365328,14963834880,35631.836,11676021000,1459502625
361200,361200,361200,14794752000,36364.258,11915805000,1489475625
365328,365328,365328,14963834880,35917.969,11769441500,1471180187.5
361200,361200,361200,14794752000,36317.383,11900396000,1487549500
359136,359136,359136,14710210560,36280.273,11887936500,1485992062.5
365328,365328,365328,14963834880,36650.391,12009736000,1501217000
365328,365328,365328,14963834880,36428.711,11937169000,1492146125
365328,365328,365328,14963834880,36364.258,11915477000,1489434625
361200,361200,361200,14794752000,36215.82,11866943000,1483367875
365328,365328,365328,14963834880,36375.977,11919711000,1489963875
363264,363264,363264,14879293440,36298.828,11894209500,1486776187.5
365328,365328,365328,14963834880,36196.289,11860535500,1482566937.5
355008,355008,355008,14541127680,36726.5625,12034281500,1504285187.5
365328,365328,365328,14963834880,36320.3125,11900742000,1487592750
365328,365328,365328,14963834880,36319.336,11900829500,1487603687.5
365328,365328,365328,14963834880,35901.367,11763828000,1470478500
365328,365328,365328,14963834880,36391.602,11924502000,1490562750
363264,363264,363264,14879293440,36444.336,11941893500,1491600625
363264,363264,363264,14879293440,36593.75,11990837500,1498854687.5
369456,369456,369456,15132917760,36813.477,12062782500,1507847812.5
363264,363264,363264,14879293440,36354.492,11912556500,1489069562.5
365328,365328,365328,14963834880,36609.375,11995816000,1499477000
363264,363264,363264,14879293440,36287.109,11890484500,1486310562.5
369456,369456,369456,15132917760,36722.656,12033084000,1504135500
361200,361200,361200,14794752000,36203.125,11863012500,1482876562.5
365328,365328,365328,14963834880,36472.656,11950930500,1493866312.5
365328,365328,365328,14963834880,36619.141,11999206000,1499900750
365328,365328,365328,14963834880,36500,11960585000,1495073125
365328,365328,365328,14963834880,36229.492,11871304000,1483913000
365328,365328,365328,14963834880,36417.969,11933317000,1491664625
361200,361200,361200,14794752000,36283.203,11889365500,1486170687.5
365328,365328,365328,14963834880,36370.117,11917607000,1489700875
361200,361200,361200,14794752000,36374.023,11919138000,1489892250
363264,363264,363264,14879293440,36329.102,11903970500,1487996312.5
365328,365328,365328,14963834880,36409.18,11930256500,1491282062.5
363264,363264,363264,14879293440,36291.992,11891984000,1486498000
365328,365328,365328,14963834880,35925.781,11772107000,1471513375
367392,367392,367392,15048376320,37507.8125,12289997000,1536249625
363264,363264,363264,14879293440,36321.289,11901644000,1487705500
363264,363264,363264,14879293440,36742.1875,12039464000,1504933000
359136,359136,359136,14710210560,36329.102,11903966500,1487995812.5
361200,361200,361200,14794752000,36363.281,11915466500,1489433312.5
361200,361200,361200,14794752000,36104.492,11830446000,1478805750
361200,361200,361200,14794752000,36526.367,11968884000,1496110500
359136,359136,359136,14710210560,36629.883,12002761500,1500345187.5
361200,361200,361200,14794752000,36721.68,12033042000,1504130250
363264,363264,363264,14879293440,36282.227,11888471500,1486058937.5
365328,365328,365328,14963834880,36484.375,11955356000,1494419500
363264,363264,363264,14879293440,36432.617,11938302000,1492287750
348816,348816,348816,14287503360,36295.898,11893557000,1486694625
355008,355008,355008,14541127680,36465.82,11948926500,1493615812.5
361200,361200,361200,14794752000,33364.258,10932939000,1366617375
367392,367392,367392,15048376320,36726.5625,12035124000,1504390500
367392,367392,367392,15048376320,36489.258,11956406500,1494550812.5
369456,369456,369456,15132917760,37486.328,12283999500,1535499937.5
361200,361200,361200,14794752000,36368.164,11916940000,1489617500
367392,367392,367392,15048376320,36555.664,11979111500,1497388937.5
365328,365328,365328,14963834880,36387.695,11923588500,1490448562.5
367392,367392,367392,15048376320,36272.461,11885648500,1485706062.5
363264,363264,363264,14879293440,36450.195,11934814000,1491851750
367392,367392,367392,15048376320,36491.211,11957209000,1494651125
365328,365328,365328,14963834880,36432.617,11937972000,1492246500
363264,363264,363264,14879293440,37205.078,12191331000,1523916375
363264,363264,363264,14879293440,36291.016,11891594500,1486449312.5
369456,369456,369456,15132917760,36333.008,11905310000,1488163750
365328,365328,365328,14963834880,36363.281,11915571000,1489446375
369456,369456,369456,15132917760,36604.492,11994635000,1499329375
365328,365328,365328,14963834880,36397.461,11926462000,1490807750
365328,365328,365328,14963834880,36557.617,11978935500,1497366937.5
367392,367392,367392,15048376320,36443.359,11941617000,1492702125
367392,367392,367392,15048376320,36664.0625,12013884000,1501735500
365328,365328,365328,14963834880,36368.164,11916874000,1489609250
357072,357072,357072,14625669120,36264.648,11882867500,1485358437.5
363264,363264,363264,14879293440,36312.5,11898541500,1487317687.5
365328,365328,365328,14963834880,36838.867,12071115000,1508889375
361200,361200,361200,14794752000,36354.492,11912303000,1489037875
