Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
55728,55728,55728,2282618880,5461.914,1790543500,223817937.5
55728,55728,55728,2282618880,5457.031,1788704500,223588062.5
55728,55728,55728,2282618880,5509.766,1805359500,225669937.5
55728,55728,55728,2282618880,5442.383,1783398500,222924812.5
55728,55728,55728,2282618880,5495.117,1800769500,225096187.5
55728,55728,55728,2282618880,5475.586,1804710500,225588812.5
55728,55728,55728,2282618880,5506.836,1804660500,225582562.5
55728,55728,55728,2282618880,5485.352,1798989500,224873687.5
55728,55728,55728,2282618880,5477.539,1795434000,224429250
55728,55728,55728,2282618880,5493.164,1801097000,225137125
55728,55728,55728,2282618880,5438.477,1782471500,222808937.5
53664,53664,53664,2198077440,5425.781,1777578500,222197312.5
55728,55728,55728,2282618880,5442.383,1783604000,222950500
55728,55728,55728,2282618880,5451.172,1787447500,223430937.5
55728,55728,55728,2282618880,5506.836,1804309000,225538625
55728,55728,55728,2282618880,5475.586,1794354500,224294312.5
55728,55728,55728,2282618880,5451.172,1786590500,223323812.5
55728,55728,55728,2282618880,5458.984,1789392500,223674062.5
55728,55728,55728,2282618880,5469.727,1793249000,224156125
53664,53664,53664,2198077440,5477.539,1795122500,224390312.5
55728,55728,55728,2282618880,5481.445,1797062000,224632750
55728,55728,55728,2282618880,5477.539,1796429000,224553625
55728,55728,55728,2282618880,5481.445,1796782000,224597750
55728,55728,55728,2282618880,5509.766,1806896000,225862000
55728,55728,55728,2282618880,5477.539,1796160000,224520000
55728,55728,55728,2282618880,5485.352,1799247000,224905875
55728,55728,55728,2282618880,5424.805,1777898500,222237312.5
55728,55728,55728,2282618880,4638.672,1527001000,190875125
55728,55728,55728,2282618880,5465.82,1790510000,223813750
55728,55728,55728,2282618880,5477.539,1795745500,224468187.5
55728,55728,55728,2282618880,5485.352,1798184000,224773000
55728,55728,55728,2282618880,5499.023,1802714500,225339312.5
55728,55728,55728,2282618880,5438.477,1782539000,224251312.5
55728,55728,55728,2282618880,5477.539,1795084000,224385500
55728,55728,55728,2282618880,5440.43,1783209500,222901187.5
55728,55728,55728,2282618880,5461.914,1790110500,223763812.5
53664,53664,53664,2198077440,5461.914,1790022500,223752812.5
55728,55728,55728,2282618880,5327.148,1745969500,218246187.5
55728,55728,55728,2282618880,5455.078,1788376000,223547000
55728,55728,55728,2282618880,5461.914,1790547000,223818375
55728,55728,55728,2282618880,5477.539,1795135000,224391875
55728,55728,55728,2282618880,5426.758,1778226500,222278312.5
55728,55728,55728,2282618880,5504.883,1804066500,225508312.5
55728,55728,55728,2282618880,5509.766,1807524000,225940500
55728,55728,55728,2282618880,5504.883,1804138500,225517312.5
55728,55728,55728,2282618880,5476.5625,1794689500,224336187.5
55728,55728,55728,2282618880,5509.766,1806381000,225797625
