Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
860688,860688,860688,35253780480,85997.07,28179643000,3522455375
862752,862752,862752,35338321920,86474.609,28335568000,3541946000
860688,860688,860688,35253780480,86185.547,28241301000,3530162625
862752,862752,862752,35338321920,86083.008,28207986000,3525998250
864816,864816,864816,35422863360,86749.023,28425592000,3553199000
856560,856560,856560,35084697600,86423.828,28318771500,3539846437.5
864816,864816,864816,35422863360,86342.773,28292749000,3536593625
862752,862752,862752,35338321920,86455.078,28329724000,3541215500
862752,862752,862752,35338321920,86105.469,28214488500,3526811062.5
862752,862752,862752,35338321920,85866.211,28136689000,3517086125
862752,862752,862752,35338321920,86558.594,28363578000,3545447250
860688,860688,860688,35253780480,86560.547,28364090500,3545511312.5
862752,862752,862752,35338321920,86682.617,28404018500,3550502312.5
860688,860688,860688,35253780480,86577.148,28369526500,3546190812.5
852432,852432,852432,34915614720,86219.727,28252487000,3531560875
858624,858624,858624,35169239040,86498.047,28343345500,3542918187.5
860688,860688,860688,35253780480,86182.617,28239979000,3529997375
862752,862752,862752,35338321920,86644.531,28391611000,3548951375
862752,862752,862752,35338321920,86052.734,28198072000,3524759000
860688,860688,860688,35253780480,86666.016,28398504500,3549813062.5
860688,860688,860688,35253780480,86333.984,28289826500,3536228312.5
862752,862752,862752,35338321920,86403.32,28312078000,3539009750
860688,860688,860688,35253780480,86030.273,28190286500,3523785812.5
862752,862752,862752,35338321920,86121.094,28219687500,3527460937.5
862752,862752,862752,35338321920,86710.9375,28413327500,3551665937.5
862752,862752,862752,35338321920,86047.852,28196255000,3524531875
858624,858624,858624,35169239040,85897.461,28146839500,3518354937.5
858624,858624,858624,35169239040,86050.781,28196991500,3524623937.5
860688,860688,860688,35253780480,85317.383,27956908000,3494613500
840048,840048,840048,34408366080,85332.031,27962483000,3495310375
858624,858624,858624,35169239040,86230.469,28255552000,3531944000
862752,862752,862752,35338321920,86483.398,28338558500,3542319812.5
854496,854496,854496,35000156160,85612.305,28053394000,3506674250
852432,852432,852432,34915614720,86857.422,28460994500,3557624312.5
866880,866880,866880,35507404800,85214.844,27922545000,3490318125
862752,862752,862752,35338321920,86314.453,28283882500,3535485312.5
852432,852432,852432,34915614720,85158.203,27904343000,3488042875
846240,846240,846240,34661990400,85964.844,28169006500,3521125812.5
862752,862752,862752,35338321920,85606.445,28051346500,3506418312.5
860688,860688,860688,35253780480,86609.375,28380098000,3547512250
858624,858624,858624,35169239040,86397.461,28310320000,3538790000
862752,862752,862752,35338321920,85829.102,28124584500,3515573062.5
864816,864816,864816,35422863360,86762.695,28430185000,3553773125
864816,864816,864816,35422863360,86118.164,28218736500,3527342062.5
858624,858624,858624,35169239040,65362.305,21417900500,2677237562.5
856560,856560,856560,35084697600,85912.109,28151056000,3518882000
862752,862752,862752,35338321920,86062.5,28200438000,3525054750
862752,862752,862752,35338321920,86401.367,28311590500,3538948812.5
860688,860688,860688,35253780480,85869.141,28137620000,3517202500
860688,860688,860688,35253780480,86021.484,28187479000,3523434875
860688,860688,860688,35253780480,85857.422,28133953000,3516744125
850368,850368,850368,34831073280,85176.758,27910211500,3488776437.5
846240,846240,846240,34661990400,85788.086,28111251000,3513906375
862752,862752,862752,35338321920,86494.141,28342791500,3542848937.5
862752,862752,862752,35338321920,86165.039,28234057000,3529257125
846240,846240,846240,34661990400,86158.203,28232316500,3529039562.5
827664,827664,827664,33901117440,86167.969,28235162000,3529395250
860688,860688,860688,35253780480,86988.281,28504125500,3563015687.5
852432,852432,852432,34915614720,85409.18,27986451000,3498306375
860688,860688,860688,35253780480,85885.742,28143724500,3517965562.5
856560,856560,856560,35084697600,86374.023,28303251500,3537906437.5
835920,835920,835920,34239283200,86982.422,28501767000,3562720875
864816,864816,864816,35422863360,86154.297,28232208000,3529026000
840048,840048,840048,34408366080,85463.867,28004770000,3500596250
856560,856560,856560,35084697600,85915.039,28152725500,3519090687.5
864816,864816,864816,35422863360,86986.328,28503295000,3562911875
