Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
16512,16512,16512,676331520,1664.0625,545000500,68125062.5
18576,18576,18576,760872960,1686.523,552822000,69102750
18576,18576,18576,760872960,1646.484,539673000,67459125
16512,16512,16512,676331520,1652.344,541244000,67655500
16512,16512,16512,676331520,1666.992,546099000,68262375
16512,16512,16512,676331520,1650.391,540557000,67569625
16512,16512,16512,676331520,1664.0625,544755000,68094375
18576,18576,18576,760872960,1750,573602000,71700250
18576,18576,18576,760872960,1609.375,527037000,65879625
16512,16512,16512,676331520,1672.852,548037000,68504625
18576,18576,18576,760872960,1649.414,540414000,67551750
18576,18576,18576,760872960,1694.336,555035000,69379375
16512,16512,16512,676331520,1685.547,551955000,68994375
18576,18576,18576,760872960,1665.039,545334000,68166750
18576,18576,18576,760872960,1656.25,542619500,67827437.5
16512,16512,16512,676331520,1665.039,545593000,68199125
16512,16512,16512,676331520,1635.742,535912500,66989062.5
16512,16512,16512,676331520,1644.531,538883500,67360437.5
18576,18576,18576,760872960,1623.047,531894500,66486812.5
16512,16512,16512,676331520,1667.969,546494500,68311812.5
18576,18576,18576,760872960,1644.531,538886000,67360750
18576,18576,18576,760872960,1655.273,542416500,67802062.5
16512,16512,16512,676331520,1406.25,460397500,57549687.5
18576,18576,18576,760872960,1668.945,546402000,68300250
18576,18576,18576,760872960,1705.078,558714000,69839250
18576,18576,18576,760872960,1615.234,528876000,66109500
16512,16512,16512,676331520,1668.945,546601500,68325187.5
16512,16512,16512,676331520,1631.836,534392500,66799062.5
18576,18576,18576,760872960,1673.828,548625000,68578125
18576,18576,18576,760872960,1608.398,526307000,65788375
18576,18576,18576,760872960,1685.547,552022000,69002750
16512,16512,16512,676331520,1656.25,542311000,67788875
18576,18576,18576,760872960,1644.531,538758000,67344750
16512,16512,16512,676331520,1587.891,520150000,65018750
16512,16512,16512,676331520,1745.117,571456500,71432062.5
16512,16512,16512,676331520,1657.227,542971500,67871437.5
18576,18576,18576,760872960,1706.055,559075000,69884375
16512,16512,16512,676331520,1614.258,528534000,66066750
16512,16512,16512,676331520,1637.695,536860000,67107500
16512,16512,16512,676331520,1663.086,544868000,68108500
18576,18576,18576,760872960,1762.695,577598000,72199750
16512,16512,16512,676331520,1637.695,536239500,67029937.5
16512,16512,16512,676331520,1332.031,436784500,54598062.5
18576,18576,18576,760872960,1691.406,553422500,69177812.5
16512,16512,16512,676331520,1635.742,535856500,66982062.5
16512,16512,16512,676331520,1406.25,460485000,57560625
18576,18576,18576,760872960,1729.492,566549000,70818625
16512,16512,16512,676331520,1649.414,540313000,67539125
16512,16512,16512,676331520,1371.094,449298500,56162312.5
16512,16512,16512,676331520,1368.164,448262500,56032812.5
16512,16512,16512,676331520,1685.547,552613500,69076687.5
16512,16512,16512,676331520,1609.375,527326500,65915812.5
18576,18576,18576,760872960,1719.727,563655000,70456875
16512,16512,16512,676331520,1630.859,534176500,66772062.5
18576,18576,18576,760872960,1632.8125,534478000,66809750
18576,18576,18576,760872960,1648.4375,539746500,67468312.5
16512,16512,16512,676331520,1652.344,541265500,67658187.5
16512,16512,16512,676331520,1700.195,557215500,69651937.5
16512,16512,16512,676331520,1680.664,550230500,68778812.5
18576,18576,18576,760872960,1676.758,549323500,68665437.5
16512,16512,16512,676331520,1678.711,549732000,68716500
18576,18576,18576,760872960,1693.359,554824000,69353000
18576,18576,18576,760872960,1623.047,531583000,66447875
18576,18576,18576,760872960,1621.094,530667000,66333375
16512,16512,16512,676331520,1662.109,544692000,68086500
16512,16512,16512,676331520,1617.1875,529840500,66230062.5
16512,16512,16512,676331520,1705.078,558970000,69871250
16512,16512,16512,676331520,1608.398,526659500,65832437.5
16512,16512,16512,676331520,1371.094,449182500,56147812.5
18576,18576,18576,760872960,1670.898,546914000,68364250
16512,16512,16512,676331520,1433.594,469364000,58670500
16512,16512,16512,676331520,1629.883,533769000,66721125
16512,16512,16512,676331520,1653.32,541711000,67713875
16512,16512,16512,676331520,1637.695,536337000,67042125
18576,18576,18576,760872960,1768.555,579045500,72380687.5
18576,18576,18576,760872960,1620.117,530881500,66360187.5
16512,16512,16512,676331520,1682.617,551892500,68986562.5
16512,16512,16512,676331520,1454.102,476511000,59563875
18576,18576,18576,760872960,1679.6875,550275000,68784375
16512,16512,16512,676331520,1619.141,530461500,66307687.5
16512,16512,16512,676331520,1611.328,527606000,65950750
16512,16512,16512,676331520,1654.297,541874000,67734250
16512,16512,16512,676331520,1633.789,535434000,66929250
18576,18576,18576,760872960,1349.609,442159500,55269937.5
16512,16512,16512,676331520,1664.0625,545538000,68192250
16512,16512,16512,676331520,1622.07,531260500,66407562.5
18576,18576,18576,760872960,1682.617,551196500,68899562.5
16512,16512,16512,676331520,1617.1875,529886500,66235812.5
16512,16512,16512,676331520,1350.586,442115500,55264437.5
16512,16512,16512,676331520,1666.016,545662000,68207750
18576,18576,18576,760872960,1723.633,564613000,70576625
16512,16512,16512,676331520,1637.695,536073500,67009187.5
16512,16512,16512,676331520,1676.758,549440500,68680062.5
16512,16512,16512,676331520,1666.016,545739000,68217375
16512,16512,16512,676331520,1632.8125,534905000,66863125
18576,18576,18576,760872960,1709.961,560098000,70012250
18576,18576,18576,760872960,1639.648,537035000,67129375
16512,16512,16512,676331520,1621.094,530761000,66345125
18576,18576,18576,760872960,1685.547,552265500,69033187.5
18576,18576,18576,760872960,1626.953,533149000,66643625
