Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
111456,111456,111456,4565237760,11167.969,3659129500,457391187.5
111456,111456,111456,4565237760,11125,3645366000,455670750
111456,111456,111456,4565237760,11012.695,3608603500,451075437.5
111456,111456,111456,4565237760,11191.406,3667060000,458382500
113520,113520,113520,4649779200,11162.109,3657586000,457198250
111456,111456,111456,4565237760,11163.086,3657457500,457182187.5
111456,111456,111456,4565237760,11184.57,3664829000,458103625
111456,111456,111456,4565237760,10503.906,3441459000,430182375
113520,113520,113520,4649779200,11171.875,3660666500,457583312.5
111456,111456,111456,4565237760,11166.992,3658620000,457327500
