Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
441696,441696,441696,18091868160,44387.695,14544832500,1818104062.5
429312,429312,429312,17584619520,44571.289,14604925500,1825615687.5
414864,414864,414864,16992829440,41814.453,13701550000,1712693750
445824,445824,445824,18260951040,44467.773,14571651000,1821456375
433440,433440,433440,17753702400,44546.875,14596599500,1824574937.5
443760,443760,443760,18176409600,44473.633,14573319000,1821664875
431376,431376,431376,17669160960,44436.523,14560475000,1820059375
443760,443760,443760,18176409600,44508.789,14584098000,1823012250
445824,445824,445824,18260951040,44523.4375,14588944500,1823618062.5
445824,445824,445824,18260951040,44533.203,14592053500,1824006687.5
445824,445824,445824,18260951040,44541.992,14595166000,1824395750
443760,443760,443760,18176409600,44314.453,14520667000,1815083375
441696,441696,441696,18091868160,44482.422,14576065000,1822008125
441696,441696,441696,18091868160,44554.6875,14599416000,1824927000
427248,427248,427248,17500078080,44495.117,14580256500,1822532062.5
421056,421056,421056,17246453760,44491.211,14578684000,1822335500
443760,443760,443760,18176409600,38877.93,12739361000,1592420125
439632,439632,439632,18007326720,44493.164,14579521000,1822440125
445824,445824,445824,18260951040,44480.469,14575049500,1821881187.5
437568,437568,437568,17922785280,38908.203,12749635500,1593704437.5
437568,437568,437568,17922785280,44454.102,14566152000,1820769000
445824,445824,445824,18260951040,44551.758,14598593000,1824824125
441696,441696,441696,18091868160,38864.258,12734774500,1591846812.5
443760,443760,443760,18176409600,44579.102,14607716000,1825964500
445824,445824,445824,18260951040,44565.43,14603545500,1825443187.5
441696,441696,441696,18091868160,44543.945,14596120500,1824515062.5
445824,445824,445824,18260951040,44508.789,14583841000,1822980125
439632,439632,439632,18007326720,44390.625,14546591500,1818323937.5
435504,435504,435504,17838243840,44509.766,14585035500,1823129437.5
437568,437568,437568,17922785280,44551.758,14598712000,1824839000
445824,445824,445824,18260951040,44477.539,14575331500,1821916437.5
441696,441696,441696,18091868160,44000.977,14417760500,1802220062.5
445824,445824,445824,18260951040,44500.977,14582454000,1822806750
445824,445824,445824,18260951040,43500.977,14254032500,1781754062.5
441696,441696,441696,18091868160,44533.203,14592720000,1824090000
439632,439632,439632,18007326720,44399.414,14548339500,1818542437.5
431376,431376,431376,17669160960,44597.656,14613436500,1826679562.5
445824,445824,445824,18260951040,44545.898,14596176000,1824522000
441696,441696,441696,18091868160,44554.6875,14599594500,1824949312.5
441696,441696,441696,18091868160,44525.391,14589548500,1823693562.5
437568,437568,437568,17922785280,38993.164,12778078000,1597259750
425184,425184,425184,17415536640,44558.594,14600719000,1825089875
439632,439632,439632,18007326720,44561.523,14601301000,1825162625
437568,437568,437568,17922785280,44509.766,14585271500,1823158937.5
431376,431376,431376,17669160960,44630.859,14624449000,1828056125
431376,431376,431376,17669160960,44398.4375,14547760500,1818470062.5
445824,445824,445824,18260951040,44473.633,14572843000,1821605375
437568,437568,437568,17922785280,44593.75,14612187500,1826523437.5
441696,441696,441696,18091868160,44508.789,14584320500,1823040062.5
441696,441696,441696,18091868160,44572.266,14605576000,1825697000
439632,439632,439632,18007326720,44503.906,14582900500,1822862562.5
433440,433440,433440,17753702400,44612.305,14618301500,1827287687.5
435504,435504,435504,17838243840,44546.875,14596918500,1824614812.5
435504,435504,435504,17838243840,44589.844,14610904000,1826363000
445824,445824,445824,18260951040,44465.82,14570050000,1821256250
445824,445824,445824,18260951040,44458.984,14568265000,1821033125
443760,443760,443760,18176409600,44477.539,14576425500,1822053187.5
439632,439632,439632,18007326720,38918.945,12753243000,1594155375
445824,445824,445824,18260951040,44548.828,14597366500,1824670812.5
441696,441696,441696,18091868160,38929.6875,12756428500,1594553562.5
439632,439632,439632,18007326720,44380.859,14542045500,1817755687.5
445824,445824,445824,18260951040,44555.664,14599665500,1824958187.5
435504,435504,435504,17838243840,44483.398,14576064500,1822008062.5
435504,435504,435504,17838243840,44604.492,14615810000,1826976250
439632,439632,439632,18007326720,44271.484,14506731000,1813341375
433440,433440,433440,17753702400,44019.531,14424188000,1803023500
441696,441696,441696,18091868160,44419.922,14555512000,1819439000
431376,431376,431376,17669160960,44600.586,14614766000,1826845750
441696,441696,441696,18091868160,44513.672,14587336500,1823417062.5
435504,435504,435504,17838243840,44570.3125,14604692500,1825586562.5
435504,435504,435504,17838243840,44278.32,14508934000,1813616750
427248,427248,427248,17500078080,44513.672,14586802000,1823350250
441696,441696,441696,18091868160,44285.156,14511199000,1813899875
437568,437568,437568,17922785280,44553.711,14598933000,1824866625
441696,441696,441696,18091868160,44451.172,14565390500,1820673812.5
429312,429312,429312,17584619520,38971.68,12770111500,1596263937.5
443760,443760,443760,18176409600,44492.1875,14579223000,1822402875
435504,435504,435504,17838243840,44578.125,14607185500,1825898187.5
441696,441696,441696,18091868160,44513.672,14586004500,1823250562.5
433440,433440,433440,17753702400,38929.6875,12756449500,1594556187.5
445824,445824,445824,18260951040,44366.211,14537727000,1817215875
445824,445824,445824,18260951040,44542.969,14595450000,1824431250
437568,437568,437568,17922785280,44479.492,14574695500,1821836937.5
431376,431376,431376,17669160960,38912.109,12750678000,1593834750
445824,445824,445824,18260951040,44470.703,14571915000,1821489375
443760,443760,443760,18176409600,44458.008,14567513500,1820939187.5
445824,445824,445824,18260951040,44558.594,14600916500,1825114562.5
445824,445824,445824,18260951040,44591.797,14611386500,1826423312.5
