Counter Count,Source Count,Sink Count,Counter Byte Count,Counter Packet Rate (packets/s),Counter Bit Rate (bit/s),Counter Byte Rate (bytes/s)
497424,497424,497424,20374487040,49790.039,16314976500,2039372062.5
497424,497424,497424,20374487040,49805.664,16320211500,2040026437.5
489168,489168,489168,20036321280,49542.969,16234086500,2029260812.5
491232,491232,491232,20120862720,49801.758,16318733500,2039841687.5
497424,497424,497424,20374487040,49800.781,16318357500,2039794687.5
489168,489168,489168,20036321280,49556.641,16238871500,2029858937.5
499488,499488,499488,20459028480,49848.633,16334232500,2041779062.5
472656,472656,472656,19359989760,49714.844,16290992500,2036374062.5
495360,495360,495360,20289945600,49424.805,16195849000,2024481125
497424,497424,497424,20374487040,49802.734,16319527500,2039940937.5
497424,497424,497424,20374487040,49814.453,16322186500,2040273312.5
497424,497424,497424,20374487040,49839.844,16331330000,2041416250
495360,495360,495360,20289945600,49800.781,16318579000,2039822375
497424,497424,497424,20374487040,49832.031,16328829000,2041103625
495360,495360,495360,20289945600,49126.953,16097962000,2012245250
497424,497424,497424,20374487040,49263.672,16142874000,2017859250
489168,489168,489168,20036321280,49770.508,16308890500,2038611312.5
487104,487104,487104,19951779840,49048.828,16072541500,2009067687.5
497424,497424,497424,20374487040,49372.07,16178139500,2022267437.5
472656,472656,472656,19359989760,49772.461,16309426000,2038678250
497424,497424,497424,20374487040,49785.156,16313701500,2039212687.5
491232,491232,491232,20120862720,49794.922,16316821500,2039602687.5
497424,497424,497424,20374487040,49775.391,16310026000,2038753250
491232,491232,491232,20120862720,42785.156,14019553500,1752444187.5
499488,499488,499488,20459028480,49773.4375,16309994500,2038749312.5
493296,493296,493296,20205404160,43058.594,14109555500,1763694437.5
497424,497424,497424,20374487040,49815.43,16323311500,2040413937.5
493296,493296,493296,20205404160,49742.1875,16299513500,2037439187.5
499488,499488,499488,20459028480,49645.508,16267622000,2033452750
497424,497424,497424,20374487040,49788.086,16314850000,2039356250
497424,497424,497424,20374487040,49767.578,16307756500,2038469562.5
497424,497424,497424,20374487040,49772.461,16309196500,2038649562.5
491232,491232,491232,20120862720,49827.148,16327211500,2040901437.5
491232,491232,491232,20120862720,49795.898,16316961500,2039620187.5
497424,497424,497424,20374487040,49825.195,16326439500,2040804937.5
493296,493296,493296,20205404160,49796.875,16317085000,2039635625
499488,499488,499488,20459028480,48702.148,15958634000,1994829250
497424,497424,497424,20374487040,49797.852,16317068500,2039633562.5
497424,497424,497424,20374487040,49827.148,16326858000,2040857250
497424,497424,497424,20374487040,49859.375,16337440000,2042180000
497424,497424,497424,20374487040,49807.617,16320720000,2040090000
491232,491232,491232,20120862720,43083.984,14117819000,1764727375
497424,497424,497424,20374487040,49543.945,16234307000,2029288375
489168,489168,489168,20036321280,49757.8125,16303968500,2037996062.5
487104,487104,487104,19951779840,49771.484,16308982500,2038622812.5
497424,497424,497424,20374487040,49792.969,16315890500,2039486312.5
497424,497424,497424,20374487040,49835.9375,16330085500,2041260687.5
499488,499488,499488,20459028480,49858.398,16337579500,2042197437.5
495360,495360,495360,20289945600,49839.844,16331206500,2041400812.5
495360,495360,495360,20289945600,49785.156,16313233500,2039154187.5
489168,489168,489168,20036321280,49581.055,16246307500,2030788437.5
497424,497424,497424,20374487040,49725.586,16293735500,2036716937.5
497424,497424,497424,20374487040,49749.023,16301302000,2037662750
493296,493296,493296,20205404160,49779.297,16311473000,2038934125
491232,491232,491232,20120862720,42997.07,14089696500,1761212062.5
497424,497424,497424,20374487040,49183.594,16116091000,2014511375
495360,495360,495360,20289945600,43057.617,14109288500,1763661062.5
485040,485040,485040,19867238400,49823.242,16325899000,2040737375
495360,495360,495360,20289945600,47076.172,15425894500,1928236812.5
476784,476784,476784,19529072640,49856.445,16336623000,2042077875
497424,497424,497424,20374487040,49790.039,16314949500,2039368687.5
497424,497424,497424,20374487040,49514.648,16224737500,2028092187.5
499488,499488,499488,20459028480,49766.602,16307883500,2038485437.5
497424,497424,497424,20374487040,49698.242,16285326500,2035665812.5
482976,482976,482976,19782696960,48513.672,15896445000,1987055625
497424,497424,497424,20374487040,49798.828,16317653500,2039706687.5
497424,497424,497424,20374487040,49861.328,16338590500,2042323812.5
495360,495360,495360,20289945600,49633.789,16263347500,2032918437.5
493296,493296,493296,20205404160,49666.016,16274494000,2034311750
487104,487104,487104,19951779840,49749.023,16301476500,2037684562.5
499488,499488,499488,20459028480,49732.422,16296122000,2037015250
495360,495360,495360,20289945600,49709.961,16288506000,2036063250
499488,499488,499488,20459028480,48988.281,16052620500,2006577562.5
482976,482976,482976,19782696960,48601.5625,15925505000,1990688125
487104,487104,487104,19951779840,49774.414,16309747000,2038718375
497424,497424,497424,20374487040,49793.945,16315648500,2039456062.5
497424,497424,497424,20374487040,49831.055,16328573000,2041071625
485040,485040,485040,19867238400,49835.9375,16330338000,2041292250
495360,495360,495360,20289945600,49817.383,16323869500,2040483687.5
491232,491232,491232,20120862720,49776.367,16311171500,2038896437.5
497424,497424,497424,20374487040,49760.742,16305293000,2038161625
485040,485040,485040,19867238400,49839.844,16331428500,2041428562.5
480912,480912,480912,19698155520,49830.078,16328300500,2041037562.5
499488,499488,499488,20459028480,49812.5,16322343500,2040292937.5
495360,495360,495360,20289945600,49788.086,16314296500,2039287062.5
497424,497424,497424,20374487040,49844.727,16332850500,2041606312.5
489168,489168,489168,20036321280,49799.805,16318008500,2039751062.5
489168,489168,489168,20036321280,49892.578,16348564000,2043570500
499488,499488,499488,20459028480,49879.883,16344593000,2043074125
499488,499488,499488,20459028480,49786.133,16313241500,2039155187.5
491232,491232,491232,20120862720,42666.016,13981120500,1747640062.5
499488,499488,499488,20459028480,49611.328,16256343500,2032042937.5
493296,493296,493296,20205404160,49777.344,16311027000,2038878375
495360,495360,495360,20289945600,49785.156,16313406500,2039175812.5
499488,499488,499488,20459028480,49796.875,16317129500,2039641187.5
495360,495360,495360,20289945600,49763.672,16305924000,2038240500
480912,480912,480912,19698155520,49791.992,16315556000,2039444500
495360,495360,495360,20289945600,49782.227,16312862500,2039107812.5
491232,491232,491232,20120862720,49601.5625,16253498500,2031687312.5
495360,495360,495360,20289945600,49770.508,16308930000,2038616250
